Filename	Years	Punctuation	Contractions	Register
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991514.txt	0.003	0.1	0.001	IN
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0069866.txt	0.001	0.02	0.001	IP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992747.txt	0.07	0.209	0.072	IN
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0239393.txt	0.0	0.008	0.001	NA
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990781.txt	0.007	0.166	0.022	IN
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0131987.txt	0.001	0.021	0.006	NA
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+YYYY+0513712.txt	0.0	0.034	0.004	IP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0191516.txt	0.001	0.044	0.016	NA
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-AV+NNYN+0524714.txt	0.0	0.062	0.061	OP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0199663.txt	0.0	0.05	0.016	OP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0124858.txt	0.0	0.003	0.018	LY
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0098964.txt	0.005	0.155	0.026	OP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3171328.txt	0.002	0.116	0.041	OP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0502461.txt	0.0	0.108	0.062	OP
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+NNNN+3289459.txt	0.0	0.082	0.027	SP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0176688.txt	0.0	0.014	0.021	LY
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0585089.txt	0.0	0.015	0.006	IP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3195723.txt	0.0	0.014	0.003	OP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0269716.txt	0.0	0.062	0.012	OP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993707.txt	0.027	0.257	0.086	IN
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0757655.txt	0.003	0.069	0.037	IP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0158960.txt	0.0	0.056	0.006	SP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0027411.txt	0.0	0.004	0.009	LY
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992342.txt	0.001	0.032	0.004	IN
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+NNNN+0184325.txt	0.016	0.078	0.023	SP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NYYY+0280414.txt	0.0	0.027	0.003	IP
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+NNNN+0222214.txt	0.001	0.085	0.042	SP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991111.txt	0.004	0.015	0.003	IN
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0262136.txt	0.0	0.007	0.011	LY
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3173258.txt	0.0	0.007	0.001	OP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0200063.txt	0.0	0.015	0.001	NA
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992154.txt	0.041	0.456	0.089	IN
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0202338.txt	0.0	0.026	0.018	NA
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3752776.txt	0.0	0.1	0.041	SP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0225057.txt	0.0	0.064	0.005	LY
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0071321.txt	0.001	0.174	0.064	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0338448.txt	0.001	0.014	0.0	IP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0538175.txt	0.026	0.116	0.023	IP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0180220.txt	0.001	0.063	0.012	NA
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0239219.txt	0.0	0.051	0.014	NA
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0238827.txt	0.0	0.006	0.014	LY
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0016586.txt	0.0	0.02	0.007	LY
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0569312.txt	0.001	0.014	0.003	IP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+3177112.txt	0.001	0.026	0.012	IP
1+OP+OB+NA-OP-OP-OP+DP-OB-OB-OB+NNNY+0328367.txt	0.001	0.028	0.013	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0790005.txt	0.001	0.038	0.003	IP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0359213.txt	0.0	0.042	0.015	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0511097.txt	0.0	0.011	0.002	IP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+0603911.txt	0.0	0.026	0.003	IP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3027207.txt	0.002	0.103	0.042	SP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993699.txt	0.0	0.021	0.011	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-AV+NNNN+3710669.txt	0.0	0.171	0.087	OP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0287958.txt	0.0	0.006	0.0	LY
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991918.txt	0.007	0.266	0.006	IN
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0628647.txt	0.0	0.012	0.001	IP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0246632.txt	0.001	0.047	0.011	NA
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+1792958.txt	0.002	0.015	0.002	IP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0193015.txt	0.0	0.002	0.008	LY
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3022396.txt	0.001	0.088	0.005	SP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0144225.txt	0.0	0.158	0.058	SP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0226610.txt	0.0	0.024	0.005	OP
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+NNNN+0491481.txt	0.005	0.226	0.141	SP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+0411411.txt	0.004	0.096	0.025	IP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0795611.txt	0.001	0.034	0.018	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NYYY+1774515.txt	0.001	0.035	0.008	IP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991729.txt	0.027	0.094	0.012	IN
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0178214.txt	0.0	0.029	0.015	NA
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+0442277.txt	0.001	0.043	0.007	IP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0104644.txt	0.0	0.019	0.002	NA
1+LY+SL+LY-LY-LY-LY+PO-SL-SL-SL+NNNN+0099671.txt	0.0	0.012	0.006	LY
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990972.txt	0.056	0.245	0.027	IN
1+SP+IT+SP-SP-SP-SP +IT-IT-IT-TA+NNNN+3101104.txt	0.007	0.095	0.017	SP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0165393.txt	0.0	0.007	0.007	LY
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0108157.txt	0.0	0.009	0.004	LY
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0339869.txt	0.001	0.066	0.044	SP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0236074.txt	0.0	0.085	0.02	NA
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992156.txt	0.038	0.176	0.035	IN
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0166895.txt	0.0	0.003	0.025	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0225020.txt	0.0	0.021	0.013	NA
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0664011.txt	0.005	0.792	0.261	OP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0188555.txt	0.0	0.007	0.008	LY
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0239130.txt	0.0	0.005	0.011	LY
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0023660.txt	0.0	0.008	0.025	LY
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0255996.txt	0.0	0.003	0.009	LY
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+0679890.txt	0.001	0.086	0.027	IP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0335043.txt	0.0	0.02	0.019	OP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0135556.txt	0.005	0.107	0.024	SP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0176199.txt	0.002	0.036	0.016	NA
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0172466.txt	0.0	0.022	0.001	NA
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990595.txt	0.011	0.173	0.04	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+1730998.txt	0.001	0.023	0.005	OP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0124152.txt	0.0	0.037	0.011	NA
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+NNNN+0210272.txt	0.0	0.055	0.023	SP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0125516.txt	0.0	0.047	0.011	NA
1+LY+SL+LY-LY-LY-LY+PO-SL-SL-SL+NNNN+0083984.txt	0.0	0.0	0.006	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0228277.txt	0.001	0.015	0.001	NA
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990740.txt	0.01	0.112	0.027	IN
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0119984.txt	0.003	0.024	0.01	NA
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+0149936.txt	0.0	0.01	0.0	IP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0107210.txt	0.001	0.034	0.006	NA
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0163097.txt	0.0	0.136	0.033	OP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0780157.txt	0.033	0.214	0.061	OP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991462.txt	0.034	0.184	0.027	IN
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0124457.txt	0.0	0.003	0.012	LY
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3115895.txt	0.0	0.089	0.052	SP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0166662.txt	0.0	0.122	0.04	OP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0176402.txt	0.003	0.112	0.022	NA
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+NNNN+0192949.txt	0.0	0.012	0.012	SP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0089460.txt	0.0	0.023	0.0	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0208158.txt	0.002	0.033	0.004	NA
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0114392.txt	0.0	0.025	0.0	LY
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3225871.txt	0.005	0.467	0.26	SP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991516.txt	0.05	0.288	0.025	IN
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992792.txt	0.029	0.091	0.027	IN
1+SP+IT+OP-SP-SP-SP+OB-IT-IT-IT+NNNN+1750413.txt	0.001	0.079	0.014	SP
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+YNNN+0043788.txt	0.0	0.055	0.064	SP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0159245.txt	0.0	0.003	0.002	LY
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0666954.txt	0.0	0.18	0.082	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0673695.txt	0.0	0.036	0.009	IP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0101589.txt	0.0	0.019	0.03	LY
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9993665.txt	0.0	0.006	0.0	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0485336.txt	0.0	0.048	0.029	OP
1+LY+SL+LY-LY-LY-LY+PO-SL-SL-SL+NNNN+0036256.txt	0.0	0.004	0.009	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0141686.txt	0.001	0.02	0.003	NA
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992225.txt	0.016	0.111	0.014	IN
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0297017.txt	0.0	0.045	0.028	SP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991704.txt	0.031	0.221	0.044	IN
1+SP+IT+NA-SP-SP-SP+SR-IT-IT-IT+NNNN+3709060.txt	0.0	0.084	0.023	SP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0334233.txt	0.0	0.028	0.005	SP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+1720184.txt	0.005	0.14	0.032	OP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991512.txt	0.017	0.269	0.015	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-AV+NNNN+0471591.txt	0.0	0.042	0.008	OP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992769.txt	0.0	0.031	0.0	IN
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0213441.txt	0.0	0.025	0.092	LY
1+SP+IT+NA-SP-SP-SP+SR-IT-IT-IT+NNNN+0222436.txt	0.001	0.053	0.0	SP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+1743775.txt	0.002	0.028	0.003	IP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+1434146.txt	0.0	0.006	0.001	IP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992806.txt	0.054	0.313	0.044	IN
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0549614.txt	0.008	0.075	0.021	IP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0626970.txt	0.013	0.241	0.034	OP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0095924.txt	0.0	0.025	0.009	LY
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3108410.txt	0.0	0.006	0.002	OP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0262125.txt	0.0	0.005	0.002	LY
1+SP+IT+SP-SP-SP-SP +IT-IT-IT-TA+NNNN+3716356.txt	0.0	0.079	0.012	SP
1+SP+IT+OP-SP-SP-SP+RV-IT-IT-IT+NNNN+0705389.txt	0.001	0.149	0.096	SP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+0189069.txt	0.003	0.043	0.011	IP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0182914.txt	0.0	0.043	0.024	LY
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+YNNN+3747626.txt	0.0	0.055	0.011	SP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-AV+NNYN+0158412.txt	0.0	0.033	0.012	OP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0238964.txt	0.008	0.772	0.162	SP
1+LY+SL+LY-LY-LY-LY+PO-SL-SL-SL+NNNN+1424607.txt	0.0	0.014	0.006	LY
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0129360.txt	0.0	0.003	0.001	LY
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0685714.txt	0.003	0.027	0.006	IP
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+NNNN+0520886.txt	0.0	0.06	0.057	SP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990209.txt	0.0	0.012	0.006	IN
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0177234.txt	0.0	0.009	0.005	LY
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991881.txt	0.003	0.027	0.002	IN
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0139890.txt	0.0	0.016	0.004	NA
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0127304.txt	0.0	0.014	0.002	NA
1+SP+IT+OP-SP-SP-SP+OB-IT-IT-IT+NNNN+1758466.txt	0.001	0.1	0.029	SP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+0156436.txt	0.001	0.076	0.026	IP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3165813.txt	0.001	0.1	0.025	SP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0160067.txt	0.001	0.058	0.007	NA
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0103210.txt	0.0	0.003	0.008	LY
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0723368.txt	0.0	0.11	0.046	SP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0726560.txt	0.001	0.037	0.013	IP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0147631.txt	0.0	0.05	0.025	NA
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0205492.txt	0.001	0.078	0.009	NA
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0080441.txt	0.0	0.01	0.118	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0137473.txt	0.0	0.067	0.014	NA
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0056013.txt	0.0	0.004	0.004	LY
1+SP+IT+NA-SP-SP-SP+PB-IT-IT-IT+NNNN+3792056.txt	0.0	0.024	0.006	SP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0120813.txt	0.0	0.004	0.027	LY
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0733192.txt	0.01	0.365	0.063	IP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3293919.txt	0.0	0.026	0.02	OP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992754.txt	0.005	0.037	0.011	IN
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+0148802.txt	0.001	0.109	0.027	SP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9992032.txt	0.018	0.232	0.029	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0441615.txt	0.0	0.093	0.024	OP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0190913.txt	0.001	0.079	0.048	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0449916.txt	0.0	0.046	0.006	IP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0043224.txt	0.002	0.104	0.065	LY
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991705.txt	0.005	0.076	0.017	IN
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991063.txt	0.037	0.329	0.099	IN
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0638187.txt	0.0	0.056	0.018	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+0136275.txt	0.012	0.072	0.014	IP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0244585.txt	0.0	0.01	0.0	IP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3200432.txt	0.001	0.134	0.038	OP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991922.txt	0.01	0.063	0.007	IN
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991088.txt	0.033	0.193	0.017	IN
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+3076008.txt	0.001	0.031	0.005	IP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0187714.txt	0.0	0.03	0.004	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0243002.txt	0.001	0.037	0.013	NA
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+1486481.txt	0.0	0.006	0.001	IP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+0620259.txt	0.0	0.008	0.002	IP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0198813.txt	0.0	0.008	0.006	LY
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0146883.txt	0.001	0.062	0.012	NA
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0016912.txt	0.0	0.027	0.0	IP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0007470.txt	0.0	0.006	0.035	LY
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3294053.txt	0.001	0.03	0.019	OP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0165556.txt	0.0	0.024	0.007	OP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0000445.txt	0.0	0.003	0.011	LY
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+0187325.txt	0.002	0.03	0.013	IP
1+SP+IT+NA-SP-SP-SP+DP-IT-IT-IT+NNNN+3040275.txt	0.0	0.04	0.028	SP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+0482733.txt	0.005	0.08	0.026	IP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NYYY+0341112.txt	0.001	0.006	0.001	IP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990633.txt	0.03	0.173	0.021	IN
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0021312.txt	0.0	0.154	0.223	LY
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3024927.txt	0.0	0.024	0.009	OP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0115015.txt	0.0	0.012	0.001	NA
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0272022.txt	0.0	0.059	0.025	NA
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNYY+3735539.txt	0.0	0.016	0.007	IP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0117951.txt	0.0	0.014	0.0	NA
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3058986.txt	0.002	0.068	0.021	SP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0082254.txt	0.0	0.004	0.023	LY
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+NNNN+0541705.txt	0.0	0.016	0.011	SP
1+SP+IT+SP-SP-SP-SP +IT-IT-IT-TA+NNNN+0438971.txt	0.0	0.237	0.0	SP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+0042062.txt	0.0	0.086	0.029	OP
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0219907.txt	0.0	0.018	0.004	NA
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3157659.txt	0.0	0.017	0.001	OP
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNY+0227815.txt	0.0	0.084	0.031	IP
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3167215.txt	0.003	0.303	0.099	OP
1+SP+IT+NA-SP-SP-SP+NE-IT-IT-IT+NNNN+3038763.txt	0.001	0.145	0.081	SP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0163243.txt	0.0	0.01	0.016	LY
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0021702.txt	0.0	0.01	0.02	LY
1+OP+OB+OP-OP-OP-OP+OB-OB-OB-OB+NNNN+3217951.txt	0.0	0.005	0.0	OP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991673.txt	0.074	0.394	0.122	IN
1+NA+NE+NA-NA-NA-NA+NE-NE-NE-NE+NNNN+0143125.txt	0.001	0.043	0.023	NA
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9991667.txt	0.041	0.21	0.004	IN
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3073054.txt	0.001	0.085	0.011	SP
1+SP+IT+SP-SP-SP-SP+IT-IT-IT-IT+NNNN+3132021.txt	0.002	0.066	0.036	SP
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990222.txt	0.009	0.022	0.005	IN
1+IN+EN+IN-IN-IN-IN+EN-EN-EN-EN+WIKI+9990236.txt	0.004	0.016	0.002	IN
1+LY+SL+LY-LY-LY-LY+PO-SL-SL-SL+NNNN+0674412.txt	0.0	0.009	0.0	LY
1+IP+DS+IP-IP-IP-IP+DS-DS-DS-DS+NNNN+3156957.txt	0.0	0.023	0.002	IP
1+LY+SL+LY-LY-LY-LY+SL-SL-SL-SL+NNNN+0163732.txt	0.0	0.003	0.01	LY
